,ID,trial,group,acc,list_length
513,4,14,interference,0,2
514,4,15,interference,1,2
515,4,16,interference,0,2
516,4,17,interference,1,2
517,4,18,interference,1,2
518,4,19,interference,0,2
519,4,20,interference,1,2
520,4,1,interference,0,3
521,4,2,interference,0,3
522,4,3,interference,0,3
523,4,4,interference,0,3
524,4,5,interference,0,3
525,4,6,interference,0,3
526,4,7,interference,0,3
527,4,8,interference,0,3
528,4,9,interference,0,3
529,4,10,interference,1,3
530,4,11,interference,0,3
531,4,12,interference,0,3
532,4,13,interference,0,3
533,4,14,interference,0,3
534,4,15,interference,0,3
535,4,16,interference,1,3
536,4,17,interference,0,3
537,4,18,interference,0,3
538,4,19,interference,0,3
539,4,20,interference,0,3
540,4,1,interference,0,4
541,4,2,interference,0,4
542,4,3,interference,0,4
543,4,4,interference,0,4
544,4,5,interference,0,4
545,4,6,interference,1,4
546,4,7,interference,0,4
547,4,8,interference,0,4
548,4,9,interference,0,4
549,4,10,interference,0,4
550,4,11,interference,0,4
551,4,12,interference,0,4
552,4,13,interference,0,4
553,4,14,interference,0,4
554,4,15,interference,0,4
555,4,16,interference,0,4
556,4,17,interference,0,4
557,4,18,interference,0,4
558,4,19,interference,0,4
559,4,20,interference,0,4
560,4,1,interference,0,5
561,4,2,interference,0,5
562,4,3,interference,0,5
563,4,4,interference,0,5
564,4,5,interference,0,5
565,4,6,interference,0,5
566,4,7,interference,0,5
567,4,8,interference,0,5
568,4,9,interference,0,5
569,4,10,interference,0,5
570,4,11,interference,0,5
571,4,12,interference,0,5
572,4,13,interference,0,5
573,4,14,interference,0,5
574,4,15,interference,0,5
575,4,16,interference,0,5
576,4,17,interference,0,5
577,4,18,interference,0,5
578,4,19,interference,0,5
579,4,20,interference,0,5
580,4,1,interference,0,6
581,4,2,interference,0,6
582,4,3,interference,0,6
583,4,4,interference,0,6
584,4,5,interference,0,6
585,4,6,interference,0,6
586,4,7,interference,0,6
587,4,8,interference,0,6
588,4,9,interference,0,6
589,4,10,interference,0,6
590,4,11,interference,0,6
591,4,12,interference,0,6
592,4,13,interference,0,6
593,4,14,interference,0,6
594,4,15,interference,0,6
595,4,16,interference,0,6
596,4,17,interference,0,6
597,4,18,interference,0,6
598,4,19,interference,0,6
599,4,20,interference,0,6
600,4,1,interference,0,7
601,4,2,interference,0,7
602,4,3,interference,0,7
603,4,4,interference,0,7
604,4,5,interference,0,7
605,4,6,interference,0,7
606,4,7,interference,0,7
607,4,8,interference,0,7
608,4,9,interference,0,7
609,4,10,interference,0,7
610,4,11,interference,0,7
611,4,12,interference,0,7
612,4,13,interference,0,7
613,4,14,interference,0,7
614,4,15,interference,0,7
615,4,16,interference,0,7
616,4,17,interference,0,7
617,4,18,interference,0,7
618,4,19,interference,0,7
619,4,20,interference,0,7
620,4,1,interference,0,8
621,4,2,interference,0,8
622,4,3,interference,0,8
623,4,4,interference,0,8
624,4,5,interference,0,8
625,4,6,interference,0,8
626,4,7,interference,0,8
627,4,8,interference,0,8
628,4,9,interference,0,8
629,4,10,interference,0,8
630,4,11,interference,0,8
631,4,12,interference,0,8
632,4,13,interference,0,8
633,4,14,interference,0,8
634,4,15,interference,0,8
635,4,16,interference,0,8
636,4,17,interference,0,8
637,4,18,interference,0,8
638,4,19,interference,0,8
639,4,20,interference,0,8
640,5,1,simple,1,1
641,5,2,simple,1,1
642,5,3,simple,1,1
643,5,4,simple,1,1
644,5,5,simple,1,1
645,5,6,simple,1,1
646,5,7,simple,1,1
647,5,8,simple,1,1
648,5,9,simple,1,1
649,5,10,simple,1,1
650,5,11,simple,1,1
651,5,12,simple,1,1
652,5,13,simple,1,1
653,5,14,simple,1,1
654,5,15,simple,0,1
655,5,16,simple,1,1
656,5,17,simple,1,1
657,5,18,simple,1,1
658,5,19,simple,1,1
659,5,20,simple,1,1
660,5,1,simple,0,2
661,5,2,simple,1,2
662,5,3,simple,0,2
663,5,4,simple,1,2
664,5,5,simple,1,2
665,5,6,simple,1,2
666,5,7,simple,1,2
667,5,8,simple,1,2
668,5,9,simple,1,2
669,5,10,simple,1,2
670,5,11,simple,0,2
671,5,12,simple,0,2
672,5,13,simple,1,2
673,5,14,simple,1,2
674,5,15,simple,1,2
675,5,16,simple,0,2
676,5,17,simple,1,2
677,5,18,simple,1,2
678,5,19,simple,1,2
679,5,20,simple,1,2
680,5,1,simple,0,3
681,5,2,simple,0,3
682,5,3,simple,1,3
683,5,4,simple,0,3
684,5,5,simple,0,3
685,5,6,simple,1,3
686,5,7,simple,0,3
687,5,8,simple,0,3
688,5,9,simple,0,3
689,5,10,simple,0,3
690,5,11,simple,0,3
691,5,12,simple,0,3
692,5,13,simple,0,3
693,5,14,simple,1,3
694,5,15,simple,0,3
695,5,16,simple,1,3
696,5,17,simple,0,3
697,5,18,simple,0,3
698,5,19,simple,0,3
699,5,20,simple,1,3
700,5,1,simple,0,4
701,5,2,simple,0,4
702,5,3,simple,0,4
703,5,4,simple,0,4
704,5,5,simple,0,4
705,5,6,simple,1,4
706,5,7,simple,0,4
707,5,8,simple,1,4
708,5,9,simple,0,4
709,5,10,simple,1,4
710,5,11,simple,0,4
711,5,12,simple,0,4
712,5,13,simple,1,4
713,5,14,simple,0,4
714,5,15,simple,0,4
715,5,16,simple,0,4
716,5,17,simple,0,4
717,5,18,simple,1,4
718,5,19,simple,0,4
719,5,20,simple,0,4
720,5,1,simple,0,5
721,5,2,simple,0,5
722,5,3,simple,0,5
723,5,4,simple,0,5
724,5,5,simple,0,5
725,5,6,simple,0,5
726,5,7,simple,0,5
727,5,8,simple,0,5
728,5,9,simple,1,5
729,5,10,simple,0,5
730,5,11,simple,0,5
731,5,12,simple,0,5
732,5,13,simple,0,5
733,5,14,simple,0,5
734,5,15,simple,0,5
735,5,16,simple,1,5
736,5,17,simple,1,5
737,5,18,simple,0,5
738,5,19,simple,0,5
739,5,20,simple,0,5
740,5,1,simple,0,6
741,5,2,simple,0,6
742,5,3,simple,0,6
743,5,4,simple,1,6
744,5,5,simple,0,6
745,5,6,simple,0,6
746,5,7,simple,0,6
747,5,8,simple,0,6
748,5,9,simple,0,6
749,5,10,simple,0,6
750,5,11,simple,0,6
751,5,12,simple,0,6
752,5,13,simple,0,6
753,5,14,simple,0,6
754,5,15,simple,0,6
755,5,16,simple,0,6
756,5,17,simple,0,6
757,5,18,simple,0,6
758,5,19,simple,0,6
759,5,20,simple,0,6
760,5,1,simple,0,7
761,5,2,simple,0,7
762,5,3,simple,0,7
763,5,4,simple,0,7
764,5,5,simple,0,7
765,5,6,simple,0,7
766,5,7,simple,0,7
767,5,8,simple,0,7
768,5,9,simple,0,7
769,5,10,simple,0,7
770,5,11,simple,0,7
771,5,12,simple,0,7
772,5,13,simple,0,7
773,5,14,simple,0,7
774,5,15,simple,0,7
775,5,16,simple,0,7
776,5,17,simple,0,7
777,5,18,simple,0,7
778,5,19,simple,0,7
779,5,20,simple,0,7
780,5,1,simple,0,8
781,5,2,simple,0,8
782,5,3,simple,0,8
783,5,4,simple,0,8
784,5,5,simple,0,8
785,5,6,simple,0,8
786,5,7,simple,0,8
787,5,8,simple,0,8
788,5,9,simple,0,8
789,5,10,simple,0,8
790,5,11,simple,0,8
791,5,12,simple,0,8
792,5,13,simple,0,8
793,5,14,simple,0,8
794,5,15,simple,0,8
795,5,16,simple,0,8
796,5,17,simple,0,8
797,5,18,simple,0,8
798,5,19,simple,0,8
799,5,20,simple,0,8
800,6,1,simple,1,1
801,6,2,simple,1,1
802,6,3,simple,1,1
803,6,4,simple,1,1
804,6,5,simple,1,1
805,6,6,simple,1,1
806,6,7,simple,0,1
807,6,8,simple,1,1
808,6,9,simple,1,1
809,6,10,simple,1,1
810,6,11,simple,1,1
811,6,12,simple,1,1
812,6,13,simple,1,1
813,6,14,simple,1,1
814,6,15,simple,1,1
815,6,16,simple,1,1
816,6,17,simple,1,1
817,6,18,simple,0,1
818,6,19,simple,1,1
819,6,20,simple,0,1
820,6,1,simple,1,2
821,6,2,simple,1,2
822,6,3,simple,1,2
823,6,4,simple,1,2
824,6,5,simple,1,2
825,6,6,simple,0,2
826,6,7,simple,0,2
827,6,8,simple,1,2
828,6,9,simple,0,2
829,6,10,simple,1,2
830,6,11,simple,1,2
831,6,12,simple,1,2
832,6,13,simple,1,2
833,6,14,simple,1,2
834,6,15,simple,0,2
835,6,16,simple,1,2
836,6,17,simple,1,2
837,6,18,simple,1,2
838,6,19,simple,1,2
839,6,20,simple,1,2
840,6,1,simple,1,3
841,6,2,simple,1,3
842,6,3,simple,0,3
843,6,4,simple,1,3
844,6,5,simple,0,3
845,6,6,simple,0,3
846,6,7,simple,0,3
847,6,8,simple,0,3
848,6,9,simple,0,3
849,6,10,simple,0,3
850,6,11,simple,1,3
851,6,12,simple,0,3
852,6,13,simple,0,3
853,6,14,simple,0,3
854,6,15,simple,0,3
855,6,16,simple,1,3
856,6,17,simple,0,3
857,6,18,simple,0,3
858,6,19,simple,0,3
859,6,20,simple,0,3
860,6,1,simple,0,4
861,6,2,simple,1,4
862,6,3,simple,0,4
863,6,4,simple,0,4
864,6,5,simple,0,4
865,6,6,simple,0,4
866,6,7,simple,0,4
867,6,8,simple,0,4
868,6,9,simple,0,4
869,6,10,simple,0,4
870,6,11,simple,0,4
871,6,12,simple,0,4
872,6,13,simple,0,4
873,6,14,simple,0,4
874,6,15,simple,0,4
875,6,16,simple,1,4
876,6,17,simple,0,4
877,6,18,simple,0,4
878,6,19,simple,0,4
879,6,20,simple,0,4
880,6,1,simple,0,5
881,6,2,simple,0,5
882,6,3,simple,0,5
883,6,4,simple,0,5
884,6,5,simple,0,5
885,6,6,simple,0,5
886,6,7,simple,0,5
887,6,8,simple,0,5
888,6,9,simple,0,5
889,6,10,simple,0,5
890,6,11,simple,1,5
891,6,12,simple,0,5
892,6,13,simple,0,5
893,6,14,simple,0,5
894,6,15,simple,0,5
895,6,16,simple,0,5
896,6,17,simple,0,5
897,6,18,simple,0,5
898,6,19,simple,0,5
899,6,20,simple,0,5
900,6,1,simple,0,6
901,6,2,simple,0,6
902,6,3,simple,0,6
903,6,4,simple,0,6
904,6,5,simple,0,6
905,6,6,simple,0,6
906,6,7,simple,0,6
907,6,8,simple,0,6
908,6,9,simple,0,6
909,6,10,simple,0,6
910,6,11,simple,0,6
911,6,12,simple,0,6
912,6,13,simple,0,6
913,6,14,simple,0,6
914,6,15,simple,0,6
915,6,16,simple,0,6
916,6,17,simple,0,6
917,6,18,simple,0,6
918,6,19,simple,0,6
919,6,20,simple,0,6
920,6,1,simple,0,7
921,6,2,simple,0,7
922,6,3,simple,0,7
923,6,4,simple,0,7
924,6,5,simple,0,7
925,6,6,simple,0,7
926,6,7,simple,0,7
927,6,8,simple,0,7
928,6,9,simple,0,7
929,6,10,simple,0,7
930,6,11,simple,0,7
931,6,12,simple,0,7
932,6,13,simple,0,7
933,6,14,simple,0,7
934,6,15,simple,0,7
935,6,16,simple,0,7
936,6,17,simple,0,7
937,6,18,simple,0,7
938,6,19,simple,0,7
939,6,20,simple,0,7
940,6,1,simple,0,8
941,6,2,simple,0,8
942,6,3,simple,0,8
943,6,4,simple,0,8
944,6,5,simple,0,8
945,6,6,simple,0,8
946,6,7,simple,0,8
947,6,8,simple,0,8
948,6,9,simple,0,8
949,6,10,simple,0,8
950,6,11,simple,0,8
951,6,12,simple,0,8
952,6,13,simple,0,8
953,6,14,simple,0,8
954,6,15,simple,0,8
955,6,16,simple,0,8
956,6,17,simple,0,8
957,6,18,simple,0,8
958,6,19,simple,0,8
959,6,20,simple,0,8
960,7,1,simple,1,1
961,7,2,simple,1,1
962,7,3,simple,1,1
963,7,4,simple,1,1
964,7,5,simple,1,1
965,7,6,simple,1,1
966,7,7,simple,1,1
967,7,8,simple,1,1
968,7,9,simple,1,1
969,7,10,simple,1,1
970,7,11,simple,1,1
971,7,12,simple,1,1
972,7,13,simple,1,1
973,7,14,simple,1,1
974,7,15,simple,1,1
975,7,16,simple,1,1
976,7,17,simple,1,1
977,7,18,simple,1,1
978,7,19,simple,1,1
979,7,20,simple,1,1
980,7,1,simple,0,2
981,7,2,simple,0,2
982,7,3,simple,0,2
983,7,4,simple,1,2
984,7,5,simple,1,2
985,7,6,simple,1,2
986,7,7,simple,0,2
987,7,8,simple,0,2
988,7,9,simple,1,2
989,7,10,simple,0,2
990,7,11,simple,0,2
991,7,12,simple,0,2
992,7,13,simple,1,2
993,7,14,simple,1,2
994,7,15,simple,0,2
995,7,16,simple,1,2
996,7,17,simple,1,2
997,7,18,simple,1,2
998,7,19,simple,1,2
999,7,20,simple,1,2
1000,7,1,simple,0,3
1001,7,2,simple,0,3
1002,7,3,simple,0,3
1003,7,4,simple,0,3
1004,7,5,simple,1,3
1005,7,6,simple,0,3
1006,7,7,simple,1,3
1007,7,8,simple,0,3
1008,7,9,simple,0,3
1009,7,10,simple,0,3
1010,7,11,simple,1,3
1011,7,12,simple,1,3
1012,7,13,simple,1,3
1013,7,14,simple,1,3
1014,7,15,simple,0,3
1015,7,16,simple,1,3
1016,7,17,simple,1,3
1017,7,18,simple,0,3
1018,7,19,simple,0,3
1019,7,20,simple,1,3
1020,7,1,simple,0,4
1021,7,2,simple,0,4
1022,7,3,simple,1,4
1023,7,4,simple,0,4
1024,7,5,simple,0,4
1025,7,6,simple,0,4
1026,7,7,simple,0,4
1027,7,8,simple,1,4
1028,7,9,simple,0,4
1029,7,10,simple,0,4
1030,7,11,simple,0,4
1031,7,12,simple,1,4
1032,7,13,simple,0,4
1033,7,14,simple,0,4
1034,7,15,simple,0,4
1035,7,16,simple,1,4
1036,7,17,simple,0,4
1037,7,18,simple,0,4
1038,7,19,simple,0,4
1039,7,20,simple,1,4
1040,7,1,simple,0,5
1041,7,2,simple,0,5
1042,7,3,simple,0,5
1043,7,4,simple,0,5
1044,7,5,simple,0,5
1045,7,6,simple,0,5
1046,7,7,simple,0,5
1047,7,8,simple,0,5
1048,7,9,simple,0,5
1049,7,10,simple,0,5
1050,7,11,simple,0,5
1051,7,12,simple,1,5
1052,7,13,simple,0,5
1053,7,14,simple,0,5
1054,7,15,simple,0,5
1055,7,16,simple,0,5
1056,7,17,simple,0,5
1057,7,18,simple,0,5
1058,7,19,simple,1,5
1059,7,20,simple,0,5
1060,7,1,simple,0,6
1061,7,2,simple,0,6
1062,7,3,simple,0,6
1063,7,4,simple,0,6
1064,7,5,simple,0,6
1065,7,6,simple,0,6
1066,7,7,simple,0,6
1067,7,8,simple,0,6
1068,7,9,simple,0,6
